canonical_id,canonical_name,clean,qualifies,wiki_status,subst_dedup,subst_appearances_raw,n_appearances,n_dedup_clusters,appearances_collapsed,same_day_multi_program,span_days_dedup,n_dates_dedup,first_date,last_date,total_guest_words,n_programs,npr_share,n_variants,variants,merge_rules,merge_evidence,staff_evidence,staff_marker,summary_staff,summary_evidence,closest_wikipedia_title,wiki_similarity,n_affiliations,affiliations,initial_label,label_artifact,ambiguous_identity,particle_surname,generic_name_flag,over_top500_head,top_raw_label,note,transcripts
C00203,Anna Greenberg,True,True,long-tail,8,8,25,22,3,0,2312,8,2007-02-26,2013-06-26,11747,12,0.48,1,Anna Greenberg,,,no,,no,,Dana Milbank,0.385,10,DEMOCRATIC STRATEGIST PARTNER GREENBERG QUINLAN & ROSNER / SENIOR VICE PRESIDENT AND PRINCIPAL GREENBERG QUINLAN ROSNER / DEMOCRATIC POLLSTER / SENIOR VICE PRESIDENT PRINCIPAL GREENBERG QUINLAN ROSNER,False,False,False,False,False,False,ANNA GREENBERG,3 re-airings collapsed,CNN-18360|2000-10-21|Saturday|cl4|-;CNN-62561|2002-11-04|CNN CROSSFIRE|cl6|-;CNN-77711|2003-10-05|CNN LIVE SUNDAY|cl7|-;CNN-78845|2003-11-05|CNN CROSSFIRE|cl8|-;CNN-84542|2004-05-12|ANDERSON COOPER 360 DEGREES|cl9|-;CNN-87640|2004-09-01|JUDY WOODRUFF'S INSIDE POLITICS|cl10|-;CNN-87659|2004-09-02|CNN LIVE AT DAYBREAK|cl10|-;NPR-37869|2006-09-19|Morning Edition|cl16|-;CNN-111569|2006-10-28|CNN NEWSROOM|cl1|-;CNN-113774|2007-01-16|THE SITUATION ROOM|cl2|-;CNN-113781|2007-01-16|THE SITUATION ROOM|cl2|-;NPR-16493|2007-02-26|Talk of the Nation|cl13|S;NPR-36719|2007-03-27|Morning Edition|cl15|-;CNN-128526|2008-07-10|THE SITUATION ROOM|cl3|-;CNN-128529|2008-07-10|THE SITUATION ROOM|cl3|-;NPR-45301|2010-03-24|Talk of the Nation|cl19|S;NPR-4401|2010-09-01|Talk of the Nation|cl18|S;NPR-3828|2010-10-27|Talk of the Nation|cl17|S;NPR-840|2011-11-09|Talk of the Nation|cl22|S;NPR-10664|2012-06-27|Talk of the Nation|cl12|S;NPR-10074|2012-11-14|Talk of the Nation|cl11|S;NPR-8117|2013-06-26|Talk of the Nation|cl21|S;NPR-25600|2014-12-12|All Things Considered|cl14|-;NPR-772|2019-01-16|Morning Edition|cl20|-;CNN-379078|2019-08-30|INSIDE POLITICS|cl5|-
C00621,Dawn Turner Trice,True,True,long-tail,8,8,11,11,0,0,1656,8,2005-05-27,2009-12-08,8418,4,0.7273,1,Dawn Turner Trice,,,no,,review,"For the first time in Disney's history, there is a black princess, Tiana. Chicago Tribune columnist Dawn Turner Trice talks about the surprising reaction among some black women to Disney's remake of The Princess And The ",Daniel Ivankovich,0.412,3,COLUMNIST CHICAGO TRIBUNE / CHICAGO TRIBUNE / COLUMNIST AND BLOGGER CHICAGO TRIBUNE,False,False,False,False,False,False,"Ms. DAWN TURNER TRICE (Columnist, Chicago Tribune)",CHECK summaries use a role word (outside journalist or recurring pundit?),NPR-47919|2005-05-27|News & Notes|cl9|S;NPR-47844|2005-06-08|News & Notes|cl8|S;NPR-46603|2005-10-19|News & Notes|cl6|S;CNN-126625|2008-05-16|CNN NEWSROOM|cl1|-;NPR-48474|2008-12-30|Talk of the Nation|cl11|S;NPR-48179|2009-02-12|Talk of the Nation|cl10|S;CNN-140326|2009-07-11|CNN NEWSROOM|cl2|-;NPR-46652|2009-07-28|Talk of the Nation|cl7|S;NPR-46366|2009-11-17|Talk of the Nation|cl5|S;NPR-46211|2009-12-08|Talk of the Nation|cl4|S;CNN-146926|2010-01-12|AMERICAN MORNING|cl3|-
C00854,Gregory Johnsen,True,True,long-tail,8,8,20,17,3,2,2052,8,2009-01-28,2014-09-11,7154,9,0.45,1,Gregory Johnsen,,,no,,no,,Responsibility for the September 11 attacks,0.276,9,FULBRIGHT HAYS FELLOW / PRINCETON UNIVERSITY / PHD CANDIDATE PRINCETON UNIVERSITY EDITOR ISLAM AND INSURGENCY IN YEMEN / AUTHOR THE LAST REFUGE YEMEN,False,False,False,False,False,False,GREGORY JOHNSEN,3 re-airings collapsed,NPR-37713|2009-01-28|All Things Considered|cl16|S;CNN-146585|2010-01-02|CNN NEWSROOM|cl1|-;CNN-146615|2010-01-03|CNN SUNDAY MORNING|cl2|-;NPR-30698|2010-11-01|Morning Edition|cl12|S;NPR-3793|2010-11-04|Talk of the Nation|cl17|S;NPR-2417|2011-03-24|Talk of the Nation|cl9|S;NPR-33179|2011-05-18|All Things Considered|cl15|S;CNN-167219|2011-06-07|CONNECT THE WORLD|cl3|-;NPR-32739|2011-07-18|All Things Considered|cl14|S;NPR-31586|2012-05-24|All Things Considered|cl13|-;CNN-187623|2012-06-11|THE SITUATION ROOM|cl4|-;CNN-196845|2012-12-04|CNN NEWSROOM|cl5|-;CNN-196866|2012-12-04|CONNECT THE WORLD|cl5|-;CNN-198437|2012-12-31|THE SITUATION ROOM|cl6|-;CNN-198448|2013-01-01|CNN NEWSROOM|cl6|-;CNN-198453|2013-01-01|CNN NEWSROOM|cl6|-;NPR-28570|2013-08-06|All Things Considered|cl11|S;CNN-212299|2013-08-11|FAREED ZAKARIA GPS|cl7|-;NPR-26278|2014-09-11|All Things Considered|cl10|S;CNN-252276|2015-03-30|NEWS STREAM|cl8|-
C02475,Van Der Sloot,True,True,long-tail,7,9,70,51,19,21,1883,7,2005-09-26,2010-11-22,10642,11,0.0,1,Van Der Sloot,,,no,,no,,Joran van der Sloot,0.812,2,THROUGH TRANSLATOR / VOICE OVER,False,False,False,False,False,False,VAN DER SLOOT,"19 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-95257|2005-06-10|NANCY GRACE|cl44|-;CNN-95400|2005-06-17|AMERICAN MORNING|cl45|-;CNN-95583|2005-06-23|CNN NEWSNIGHT AARON BROWN|cl46|-;CNN-95594|2005-06-23|PAULA ZAHN NOW|cl47|-;CNN-95597|2005-06-24|AMERICAN MORNING|cl48|-;CNN-97291|2005-08-29|NANCY GRACE|cl49|-;CNN-98025|2005-09-26|NANCY GRACE|cl50|-;CNN-98096|2005-09-28|NANCY GRACE|cl50|S;CNN-98169|2005-09-30|NANCY GRACE|cl51|-;CNN-98287|2005-10-04|NANCY GRACE|cl50|S;CNN-102077|2006-01-24|NANCY GRACE|cl50|S;CNN-103187|2006-02-23|CNN LARRY KING LIVE|cl1|-;CNN-103202|2006-02-23|NANCY GRACE|cl2|S;CNN-105042|2006-04-17|NANCY GRACE|cl3|-;CNN-105117|2006-04-19|NANCY GRACE|cl4|-;CNN-106255|2006-05-22|NANCY GRACE|cl5|-;CNN-107602|2006-06-27|NANCY GRACE|cl6|-;CNN-116474|2007-04-30|NANCY GRACE|cl4|-;CNN-121545|2007-11-21|ANDERSON COOPER 360 DEGREES|cl7|-;CNN-121547|2007-11-21|ANDERSON COOPER 360 DEGREES|cl7|-;CNN-121589|2007-11-22|YOUR WORLD TODAY|cl7|-;CNN-123413|2008-02-04|NANCY GRACE|cl8|-;CNN-123437|2008-02-05|NANCY GRACE|cl9|S;CNN-123493|2008-02-07|CNN LARRY KING LIVE|cl10|-;CNN-123505|2008-02-07|NANCY GRACE|cl11|-;CNN-123541|2008-02-08|NANCY GRACE|cl12|-;CNN-123676|2008-02-13|NANCY GRACE|cl13|-;CNN-132290|2008-11-10|NANCY GRACE|cl14|-;CNN-132323|2008-11-11|NANCY GRACE|cl14|S;CNN-132355|2008-11-12|NANCY GRACE|cl14|-;CNN-132744|2008-11-25|ISSUES WITH JANE VELEZ-MITCHELL|cl15|-;CNN-138552|2009-05-22|ISSUES WITH JANE VELEZ-MITCHELL|cl16|-;CNN-148341|2010-02-23|NANCY GRACE|cl17|S;CNN-148434|2010-02-26|NANCY GRACE|cl18|-;CNN-148679|2010-03-05|NANCY GRACE|cl17|-;CNN-149199|2010-03-19|NANCY GRACE|cl17|-;CNN-149284|2010-03-22|NANCY GRACE|cl19|-;CNN-151639|2010-06-02|NANCY GRACE|cl20|-;CNN-151670|2010-06-03|ISSUES WITH JANE VELEZ-MITCHELL|cl21|-;CNN-151673|2010-06-03|NANCY GRACE|cl22|-;CNN-151710|2010-06-04|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151711|2010-06-04|NANCY GRACE|cl24|-;CNN-151831|2010-06-08|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151882|2010-06-09|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151885|2010-06-09|NANCY GRACE|cl25|-;CNN-151961|2010-06-11|NANCY GRACE|cl26|-;CNN-152102|2010-06-15|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-152211|2010-06-18|NANCY GRACE|cl27|-;CNN-152307|2010-06-21|NANCY GRACE|cl28|-;CNN-152711|2010-07-02|NANCY GRACE|cl29|-;CNN-154754|2010-08-23|NANCY GRACE|cl30|-;CNN-155682|2010-09-16|NANCY GRACE|cl31|-;CNN-158339|2010-11-16|NANCY GRACE|cl17|-;CNN-158386|2010-11-17|NANCY GRACE|cl32|S;CNN-158404|2010-11-18|ANDERSON COOPER 360 DEGREES|cl33|-;CNN-158584|2010-11-22|NANCY GRACE|cl34|S;CNN-159970|2010-12-24|NANCY GRACE|cl17|-;CNN-178929|2012-01-06|CNN NEWSROOM|cl35|-;CNN-178935|2012-01-06|CNN NEWSROOM|cl7|-;CNN-178940|2012-01-06|CNN NEWSROOM|cl36|-;CNN-178947|2012-01-06|DR. DREW|cl7|-;CNN-178956|2012-01-06|ISSUES WITH JANE VELEZ-MITCHELL|cl37|-;CNN-178959|2012-01-06|NANCY GRACE|cl38|-;CNN-178967|2012-01-06|SHOWBIZ TONIGHT|cl7|-;CNN-178989|2012-01-07|CNN NEWSROOM|cl39|-;CNN-179240|2012-01-11|ISSUES WITH JANE VELEZ-MITCHELL|cl40|-;CNN-179242|2012-01-11|NANCY GRACE|cl41|-;CNN-179375|2012-01-13|SHOWBIZ TONIGHT|cl42|-;CNN-179426|2012-01-14|SHOWBIZ TONIGHT|cl42|-;CNN-279633|2016-03-23|NANCY GRACE|cl43|-
C01404,Kearns Goodwin,True,True,long-tail,7,7,8,8,0,0,3000,7,2011-03-28,2019-06-14,7492,4,0.0,1,Kearns Goodwin,,,no,,no,,Doris Kearns Goodwin,0.824,0,,False,False,False,False,False,False,KEARNS GOODWIN,"CNN-dominated (thinner turns, more re-airing)",CNN-163947|2011-03-28|AMERICAN MORNING|cl1|S;CNN-264697|2015-09-16|CNN NEWSROOM|cl2|S;CNN-296959|2016-10-26|CNN NEWSROOM|cl3|S;CNN-297208|2016-10-29|CNN NEWSROOM|cl4|S;CNN-354058|2018-11-06|WOLF|cl5|S;CNN-354335|2018-11-10|CNN NEWSROOM|cl6|S;CNN-372316|2019-06-14|CNN'S AMANPOUR|cl7|S;CNN-395734|2020-03-21|CNN NEWSROOM|cl8|-
C02469,Tzemach Lemmon,True,True,long-tail,7,7,24,24,0,0,1396,7,2016-05-03,2020-02-28,7054,4,0.0,2,Tzemach Lemmon;Tzemach-Lemmon,punctuation_variant,identical letters+digits ignoring punctuation,no,,no,,Gayle Tzemach Lemmon,0.824,0,,False,False,False,False,False,False,TZEMACH LEMMON,"merged 2 label variants (punctuation_variant); CNN-dominated (thinner turns, more re-airing)",CNN-203211|2013-03-17|FAREED ZAKARIA GPS|cl1|-;CNN-269732|2015-11-24|AT THIS HOUR WITH BERMAN AND MICHAELA|cl2|-;CNN-277608|2016-02-26|CNN NEWSROOM|cl3|-;CNN-279665|2016-03-24|AT THIS HOUR WITH BERMAN AND MICHAELA|cl4|-;CNN-283084|2016-05-03|CNN NEWSROOM|cl5|S;CNN-287839|2016-06-30|CNN NEWSROOM|cl6|-;CNN-288371|2016-07-07|CNN NEWSROOM|cl7|-;CNN-289977|2016-07-29|CNN NEWSROOM|cl8|-;CNN-290989|2016-08-10|CNN NEWSROOM|cl9|S;CNN-295326|2016-10-01|CNN NEWSROOM|cl10|-;CNN-303760|2017-01-24|CNN NEWSROOM|cl11|S;CNN-309547|2017-04-09|CNN NEWSROOM|cl12|-;CNN-312380|2017-05-16|CNN NEWSROOM|cl13|-;CNN-315498|2017-06-28|CNN NEWSROOM|cl14|-;CNN-321833|2017-09-22|CNN NEWSROOM|cl15|-;CNN-323600|2017-10-13|WOLF|cl16|-;CNN-325628|2017-11-08|WOLF|cl17|-;CNN-328738|2017-12-19|CNN NEWSROOM|cl18|S;CNN-330261|2018-01-11|CNN NEWSROOM|cl19|S;CNN-333402|2018-02-22|CNN NEWSROOM|cl20|S;CNN-337266|2018-04-10|CNN NEWSROOM|cl21|-;CNN-337753|2018-04-17|CNN NEWSROOM|cl22|-;CNN-341835|2018-06-04|CNN NEWSROOM|cl23|-;CNN-393969|2020-02-28|CNN NEWSROOM|cl24|S
C00629,De Mistura,True,True,long-tail,7,7,17,16,1,0,1706,7,2015-03-05,2019-11-05,5782,4,0.0,1,De Mistura,,,no,,no,,Mistura,0.824,0,,False,False,False,True,False,False,DE MISTURA,"CHECK particle+surname label (effectively a surname); 1 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-134544|2009-01-30|CNN NEWSROOM|cl1|-;CNN-250621|2015-03-05|CNN'S AMANPOUR|cl2|S;CNN-264036|2015-09-08|CONNECT THE WORLD|cl3|S;CNN-267926|2015-10-29|WORLD RIGHT NOW WITH HALA GORANI|cl4|S;CNN-268014|2015-10-30|WORLD RIGHT NOW WITH HALA GORANI|cl5|-;CNN-268040|2015-10-31|CNN NEWSROOM|cl6|-;CNN-268073|2015-11-01|CNN NEWSROOM|cl6|-;CNN-274380|2016-01-20|CNN'S AMANPOUR|cl7|S;CNN-275699|2016-02-04|WORLD RIGHT NOW WITH HALA GORANI|cl8|S;CNN-276792|2016-02-17|CONNECT THE WORLD|cl9|-;CNN-277899|2016-03-01|CNN'S AMANPOUR|cl10|S;CNN-282685|2016-04-28|CONNECT THE WORLD|cl11|-;CNN-282759|2016-04-29|CNN NEWSROOM|cl12|-;CNN-291694|2016-08-18|CNN'S AMANPOUR|cl13|-;CNN-300319|2016-12-10|CNN NEWSROOM|cl14|-;CNN-316427|2017-07-10|WORLD RIGHT NOW WITH HALA GORANI|cl15|-;CNN-384834|2019-11-05|CONNECT THE WORLD|cl16|S
C01722,Michael Dimock,True,True,long-tail,7,7,11,11,0,0,512,7,2013-01-16,2014-06-12,4396,3,1.0,1,Michael Dimock,,,no,,no,,Pew Research Center,0.182,0,,False,False,False,False,False,False,MICHAEL DIMOCK,"clean: no staff evidence, full name, no duplicate inflation",NPR-27990|2012-05-10|Morning Edition|cl5|-;NPR-27165|2012-10-19|Morning Edition|cl4|-;NPR-26986|2012-11-26|Morning Edition|cl2|-;NPR-9774|2013-01-16|Talk of the Nation|cl11|S;NPR-29661|2013-03-12|All Things Considered|cl10|S;NPR-29075|2013-06-06|All Things Considered|cl9|S;NPR-28378|2013-09-09|All Things Considered|cl8|S;NPR-28329|2013-10-07|All Things Considered|cl7|S;NPR-28206|2013-12-03|All Things Considered|cl6|S;NPR-27055|2014-06-12|All Things Considered|cl3|S;NPR-24054|2015-09-08|All Things Considered|cl1|-
C00653,Del Barco,True,True,long-tail,7,7,13,13,0,0,276,7,2005-06-06,2006-03-09,4218,4,1.0,1,Del Barco,,,no,,no,,Mandalit del Barco,0.667,0,,False,False,False,True,False,False,DEL BARCO,CHECK particle+surname label (effectively a surname),NPR-48021|2005-05-16|News & Notes|cl13|-;NPR-47851|2005-06-06|News & Notes|cl12|S;NPR-40900|2005-07-08|Morning Edition|cl8|S;NPR-40855|2005-07-14|Morning Edition|cl7|S;NPR-40154|2005-10-28|Morning Edition|cl6|-;NPR-40011|2005-11-21|Morning Edition|cl5|S;NPR-46410|2005-12-07|News & Notes|cl11|S;NPR-43183|2005-12-12|All Things Considered|cl10|S;NPR-42889|2006-02-06|All Things Considered|cl9|-;NPR-14263|2006-03-09|Day to Day|cl1|S;NPR-39038|2006-03-29|Morning Edition|cl4|-;NPR-38407|2006-07-05|Morning Edition|cl3|-;NPR-38100|2006-08-15|Morning Edition|cl2|-
C00552,Dal Col,True,True,long-tail,7,7,9,9,0,0,237,7,2000-01-21,2000-09-14,3888,6,0.0,1,Dal Col,,,no,,no,,Andrea Dal Col,0.667,0,,False,False,False,False,False,False,DAL COL,"CNN-dominated (thinner turns, more re-airing)",CNN-1207|2000-01-21|Early Edition|cl2|S;CNN-1251|2000-01-22|WorldView|cl3|S;CNN-1338|2000-01-24|Inside Politics|cl4|S;CNN-2758|2000-02-16|TalkBack Live|cl7|S;CNN-3856|2000-03-05|Sunday Morning News|cl8|S;CNN-11042|2000-06-30|Inside Politics|cl1|S;CNN-15889|2000-09-14|Early Edition|cl5|S;CNN-21743|2000-12-15|Inside Politics|cl6|-;CNN-65864|2003-01-23|CNN AMERICAN MORNING WITH PAULA ZAHN|cl9|-
C00592,David Gorn,True,True,long-tail,7,7,7,7,0,0,307,7,2008-02-12,2008-12-15,3214,3,1.0,1,David Gorn,,,no,,no,,Chinook salmon,0.25,0,,False,False,False,False,False,False,DAVID GORN,"clean: no staff evidence, full name, no duplicate inflation",NPR-35667|2008-02-12|Morning Edition|cl3|S;NPR-1592|2008-02-21|Day to Day|cl2|S;NPR-40500|2008-03-29|All Things Considered|cl5|S;NPR-455|2008-05-14|Day to Day|cl6|S;NPR-13139|2008-07-03|Day to Day|cl1|S;NPR-38515|2008-10-25|All Things Considered|cl4|S;NPR-9767|2008-12-15|Day to Day|cl7|S
C00364,Brenda Van Dam,True,True,long-tail,6,6,44,37,7,18,485,5,2002-02-11,2003-06-11,12889,14,0.0,3,B. Van Dam;B.Van Dam;Brenda Van Dam,initial_vs_full;transitive,co-labelled in 13/14 of the initial label's transcripts (cov 0.93): CNN-48670;CNN-48691;CNN-48749;CNN-49040;CNN-49275 | merged via group,no,,no,,Murder of Danielle van Dam,0.6,13,DANIELLE S MOTHER / VICTIM S MOTHER / MOTHER / DANIELLE VAN DAM S MOTHER,False,False,False,False,False,False,BRENDA VAN DAM,"merged 3 label variants (initial_vs_full;transitive); 7 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-48670|2002-02-05|AMERICAN MORNING WITH PAULA ZAHN|cl1|-;CNN-48691|2002-02-05|CNN LIVE TODAY|cl2|-;CNN-48749|2002-02-06|CNN LARRY KING LIVE|cl3|-;CNN-48800|2002-02-07|AMERICAN MORNING WITH PAULA ZAHN|cl4|-;CNN-49040|2002-02-11|CNN LIVE EVENT/SPECIAL|cl5|S;CNN-49237|2002-02-14|AMERICAN MORNING WITH PAULA ZAHN|cl6|-;CNN-49275|2002-02-14|CNN LIVE EVENT/SPECIAL|cl7|S;CNN-49305|2002-02-14|CNN WOLF BLITZER REPORTS|cl8|S;CNN-49763|2002-02-22|CNN BREAKING NEWS|cl9|-;CNN-49777|2002-02-22|CNN LIVE EVENT/SPECIAL|cl10|-;CNN-49804|2002-02-22|CNN NEWSNIGHT AARON BROWN|cl10|-;CNN-49805|2002-02-22|CNN WOLF BLITZER REPORTS|cl10|-;CNN-49969|2002-02-26|CNN NEWSNIGHT AARON BROWN|cl11|-;CNN-49986|2002-02-27|AMERICAN MORNING WITH PAULA ZAHN|cl12|-;CNN-50045|2002-02-27|CNN TALKBACK LIVE|cl13|-;CNN-50852|2002-03-14|CNN LIVE EVENT/SPECIAL|cl14|-;CNN-50922|2002-03-15|CNN LIVE AT DAYBREAK|cl15|-;CNN-53351|2002-04-29|CNN LIVE TODAY|cl16|-;CNN-53432|2002-04-30|CNN LIVE TODAY|cl17|-;CNN-53479|2002-05-01|CNN LIVE AT DAYBREAK|cl18|-;CNN-55486|2002-06-06|CNN LIVE TODAY|cl19|-;CNN-55502|2002-06-07|AMERICAN MORNING WITH PAULA ZAHN|cl20|-;CNN-55523|2002-06-07|CNN LIVE AT DAYBREAK|cl21|-;CNN-55626|2002-06-09|CNN SUNDAY MORNING|cl22|-;CNN-56829|2002-07-02|CNN AMERICAN MORNING WITH PAULA ZAHN|cl23|-;CNN-57258|2002-07-10|CNN AMERICAN MORNING WITH PAULA ZAHN|cl24|-;CNN-57536|2002-07-15|CNN LARRY KING LIVE|cl25|-;CNN-58328|2002-07-30|CNN CONNIE CHUNG TONIGHT|cl26|-;CNN-58398|2002-07-31|CNN LARRY KING LIVE|cl27|-;CNN-58655|2002-08-05|CNN LARRY KING LIVE|cl28|-;CNN-58812|2002-08-08|CNN LIVE TODAY|cl23|-;CNN-59515|2002-08-22|CNN LIVE AT DAYBREAK|cl29|-;CNN-60055|2002-09-03|CNN LIVE TODAY|cl30|-;CNN-60584|2002-09-17|CNN LIVE EVENT/SPECIAL|cl31|S;CNN-63331|2002-11-22|CNN LIVE ON LOCATION|cl32|-;CNN-63743|2002-12-03|CNN LARRY KING LIVE|cl27|S;CNN-64982|2003-01-03|CNN CONNIE CHUNG TONIGHT|cl33|-;CNN-64986|2003-01-03|CNN LARRY KING LIVE|cl33|-;CNN-65008|2003-01-03|CNN NEWSNIGHT AARON BROWN|cl34|-;CNN-65013|2003-01-03|CNN TALKBACK LIVE|cl34|-;CNN-65014|2003-01-03|CNN WOLF BLITZER REPORTS|cl35|-;CNN-65042|2003-01-04|CNN SATURDAY MORNING NEWS|cl33|-;CNN-72110|2003-06-11|CNN LARRY KING LIVE|cl36|S;CNN-93013|2005-03-18|CNN LARRY KING LIVE|cl37|-
C02500,Von Der Leyen,True,True,long-tail,6,6,13,10,3,0,1689,6,2015-09-16,2020-05-01,7442,6,0.0,1,Von Der Leyen,,,no,,no,,Heiko von der Leyen,0.812,0,,False,False,False,False,False,False,VON DER LEYEN,"3 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-233092|2014-06-22|FAREED ZAKARIA GPS|cl1|-;CNN-264704|2015-09-16|CNN'S AMANPOUR|cl2|S;CNN-264844|2015-09-18|CNN'S AMANPOUR|cl3|S;CNN-322043|2017-09-25|CNN'S AMANPOUR|cl4|S;CNN-344818|2018-07-10|CNN'S AMANPOUR|cl5|S;CNN-375027|2019-07-16|HALA GORANI TONIGHT|cl6|-;CNN-375065|2019-07-17|CNN NEWSROOM|cl7|-;CNN-375070|2019-07-17|CNN NEWSROOM|cl7|-;CNN-375079|2019-07-17|CNN NEWSROOM|cl7|-;CNN-395445|2020-03-17|QUEST MEANS BUSINESS|cl8|S;CNN-399013|2020-05-01|CNN'S AMANPOUR|cl9|-;CNN-399235|2020-05-04|CNN'S AMANPOUR|cl9|S;CNN-406084|2020-07-21|CONNECT THE WORLD|cl10|-
C02504,Von Furstenberg,True,True,long-tail,6,6,9,9,0,0,2758,6,2010-07-01,2018-01-18,5224,6,0.0,1,Von Furstenberg,,,no,,no,,Diane von Fürstenberg,0.778,0,,False,False,False,True,False,False,VON FURSTENBERG,"CHECK particle+surname label (effectively a surname); CNN-dominated (thinner turns, more re-airing)",CNN-152670|2010-07-01|CONNECT THE WORLD|cl1|S;CNN-189403|2012-07-13|TALK ASIA|cl2|S;CNN-233245|2014-06-24|NEWS STREAM|cl3|-;CNN-245260|2014-12-14|FAREED ZAKARIA GPS|cl4|S;CNN-280837|2016-04-07|CNN'S AMANPOUR|cl5|-;CNN-280838|2016-04-07|CNN'S AMANPOUR|cl6|-;CNN-286118|2016-06-08|CNN NEWSROOM|cl7|S;CNN-307084|2017-03-08|CNN NEWSROOM|cl8|S;CNN-330753|2018-01-18|CNN NEWSROOM|cl9|S
C00555,Damon Van Dam,True,True,long-tail,6,6,30,26,4,14,490,5,2002-02-06,2003-06-11,4598,13,0.0,2,D. Van Dam;Damon Van Dam,initial_vs_full,co-labelled in 11/12 of the initial label's transcripts (cov 0.92): CNN-48670;CNN-48749;CNN-49040;CNN-49275;CNN-49305,no,,no,,Murder of Danielle van Dam,0.564,7,DANIELLE S FATHER / FATHER / DANIELLE VAN DAM S FATHER / FATHER OF VICTIM,False,False,False,False,False,False,DAMON VAN DAM,"merged 2 label variants (initial_vs_full); 4 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-48670|2002-02-05|AMERICAN MORNING WITH PAULA ZAHN|cl2|-;CNN-48691|2002-02-05|CNN LIVE TODAY|cl3|-;CNN-48749|2002-02-06|CNN LARRY KING LIVE|cl4|S;CNN-48800|2002-02-07|AMERICAN MORNING WITH PAULA ZAHN|cl5|S;CNN-49040|2002-02-11|CNN LIVE EVENT/SPECIAL|cl6|-;CNN-49148|2002-02-13|AMERICAN MORNING WITH PAULA ZAHN|cl7|-;CNN-49237|2002-02-14|AMERICAN MORNING WITH PAULA ZAHN|cl8|-;CNN-49275|2002-02-14|CNN LIVE EVENT/SPECIAL|cl9|S;CNN-49305|2002-02-14|CNN WOLF BLITZER REPORTS|cl10|S;CNN-49763|2002-02-22|CNN BREAKING NEWS|cl11|-;CNN-49777|2002-02-22|CNN LIVE EVENT/SPECIAL|cl12|-;CNN-50177|2002-03-01|CNN LIVE TODAY|cl13|-;CNN-50922|2002-03-15|CNN LIVE AT DAYBREAK|cl14|-;CNN-55366|2002-06-04|CNN LIVE TODAY|cl15|-;CNN-55409|2002-06-05|CNN LIVE EVENT/SPECIAL|cl16|-;CNN-55439|2002-06-05|CNN LIVE TODAY|cl17|-;CNN-55442|2002-06-05|CNN NEWSNIGHT AARON BROWN|cl18|-;CNN-55626|2002-06-09|CNN SUNDAY MORNING|cl17|-;CNN-56829|2002-07-02|CNN AMERICAN MORNING WITH PAULA ZAHN|cl17|-;CNN-57536|2002-07-15|CNN LARRY KING LIVE|cl19|-;CNN-58812|2002-08-08|CNN LIVE TODAY|cl20|-;CNN-59806|2002-08-28|CNN LIVE EVENT/SPECIAL|cl21|-;CNN-59828|2002-08-28|CNN WOLF BLITZER REPORTS|cl22|-;CNN-60584|2002-09-17|CNN LIVE EVENT/SPECIAL|cl23|S;CNN-63743|2002-12-03|CNN LARRY KING LIVE|cl24|-;CNN-64982|2003-01-03|CNN CONNIE CHUNG TONIGHT|cl25|-;CNN-64986|2003-01-03|CNN LARRY KING LIVE|cl25|-;CNN-65042|2003-01-04|CNN SATURDAY MORNING NEWS|cl25|-;CNN-72110|2003-06-11|CNN LARRY KING LIVE|cl26|S;CNN-333680|2018-02-26|CNN 10|cl1|-
C00892,Holmes Norton,True,True,long-tail,6,6,9,9,0,0,6426,6,2001-10-02,2019-05-07,4221,6,0.0,1,Holmes Norton,,,no,,no,,Eleanor Holmes Norton,0.765,0,,False,False,False,False,False,False,HOLMES NORTON,"CNN-dominated (thinner turns, more re-airing)",CNN-21450|2000-12-10|Sunday Morning News|cl3|-;CNN-40888|2001-10-02|CNN LIVE AT DAYBREAK|cl9|S;CNN-194005|2012-10-10|CNN NEWSROOM|cl1|-;CNN-209527|2013-06-25|CNN NEWSROOM|cl2|S;CNN-350459|2018-09-20|ANDERSON COOPER 360 DEGREES|cl4|-;CNN-350543|2018-09-21|AT THIS HOUR|cl5|S;CNN-351358|2018-10-03|AT THIS HOUR|cl6|S;CNN-367663|2019-04-22|AT THIS HOUR|cl7|S;CNN-368975|2019-05-07|CNN RIGHT NOW|cl8|S
