canonical_id,canonical_name,wiki_status,subst_dedup,n_appearances,appearances_collapsed,span_days_dedup,n_dates_dedup,first_date,last_date,npr_share,n_programs,total_guest_words,n_variants,merge_rules,merge_evidence,top_raw_label,n_affiliations,affiliations,summary_staff,note,transcripts
C00696,Doyin Richards,long-tail,3,3,0,217,3,2016-04-09,2016-11-12,1.0,1,1530,1,,,DOYIN RICHARDS,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-22318|2016-04-09|All Things Considered|cl3|S;NPR-21009|2016-08-27|All Things Considered|cl2|S;NPR-20270|2016-11-12|All Things Considered|cl1|S
C01184,Jimmy Izrael,long-tail,3,3,0,190,3,2006-07-10,2007-01-16,1.0,2,1477,1,,,Mr. JIMMY IZRAEL,1,WRITER,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-48665|2006-07-10|Day to Day|cl3|S;NPR-3085|2006-11-24|News & Notes|cl2|S;NPR-2556|2007-01-16|News & Notes|cl1|S
C01659,Mary Kate Cary,long-tail,15,35,0,3255,15,2010-10-26,2019-09-24,0.4571,12,10100,1,,,MARY KATE CARY,10,CONTRIBUTING EDITOR US NEWS AND WORLD REPORT FORMER WHITE HOUSE SPEECHWRITER / FORMER GEORGE H W BUSH SPEECHWRITER / FORMER SPEECHWRITER FOR GEORGE H W BUSH / FORMER BUSH SPEECHWRITER,review,CHECK summaries use a role word (outside journalist or recurring pundit?),CNN-48212|2002-01-29|CNN INSIDE POLITICS|cl19|-;NPR-6953|2010-10-26|Talk of the Nation|cl34|S;NPR-30747|2012-10-03|All Things Considered|cl29|-;NPR-29670|2013-03-08|All Things Considered|cl28|S;NPR-26935|2014-06-27|All Things Considered|cl27|S;NPR-2049|2015-08-09|Weekend Edition Sunday|cl24|S;NPR-23066|2016-01-15|All Things Considered|cl26|S;NPR-21281|2016-07-30|All Things Considered|cl25|S;NPR-18535|2017-05-06|All Things Considered|cl23|S;NPR-16871|2017-07-29|All Things Considered|cl22|S;NPR-11365|2017-09-30|Weekend Edition Saturday|cl20|S;NPR-13762|2018-01-13|All Things Considered|cl21|S;NPR-47088|2018-04-21|All Things Considered|cl32|S;NPR-46269|2018-06-23|All Things Considered|cl31|S;NPR-3715|2018-09-30|All Things Considered|cl30|S;CNN-356136|2018-12-03|CNN NEWSROOM|cl1|-;CNN-356139|2018-12-03|CNN NEWSROOM|cl2|-;CNN-356152|2018-12-03|CNN NEWSROOM|cl3|-;CNN-356200|2018-12-03|THE SITUATION ROOM|cl4|-;CNN-356297|2018-12-05|CNN LIVE EVENT/SPECIAL|cl5|-;CNN-356306|2018-12-05|CNN NEWSROOM|cl6|-;CNN-356311|2018-12-05|CNN NEWSROOM|cl7|-;CNN-356318|2018-12-05|CNN RIGHT NOW|cl8|-;CNN-356364|2018-12-06|CNN LIVE EVENT/SPECIAL|cl9|-;CNN-356365|2018-12-06|CNN LIVE EVENT/SPECIAL|cl10|-;CNN-356366|2018-12-06|CNN LIVE EVENT/SPECIAL|cl11|-;CNN-356376|2018-12-06|CNN NEWSROOM|cl12|-;CNN-356383|2018-12-06|CNN NEWSROOM|cl13|-;CNN-356385|2018-12-06|CNN NEWSROOM|cl14|-;CNN-356394|2018-12-06|CNN RIGHT NOW|cl15|-;CNN-356437|2018-12-06|THE LEAD WITH JAKE TAPPER|cl16|-;CNN-356438|2018-12-06|THE SITUATION ROOM|cl17|-;NPR-550|2019-02-09|All Things Considered|cl33|S;NPR-7296|2019-09-24|Morning Edition|cl35|S;CNN-391670|2020-02-01|SMERCONISH|cl18|-
C00292,Bassir Pour,long-tail,13,23,4,1763,13,2000-03-04,2004-12-31,0.0,3,7558,1,,,BASSIR POUR,0,,no,"4 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-3812|2000-03-04|CNN International Diplomatic Linense|cl3|S;CNN-5214|2000-03-25|CNN International Diplomatic Linense|cl5|S;CNN-6039|2000-04-08|CNN International Diplomatic Linense|cl10|S;CNN-6487|2000-04-15|CNN International Diplomatic Linense|cl11|S;CNN-6671|2000-04-22|CNN International Diplomatic Linense|cl12|S;CNN-7573|2000-05-06|CNN International Diplomatic Linense|cl13|-;CNN-8047|2000-05-13|CNN International Diplomatic Linense|cl14|S;CNN-8517|2000-05-20|CNN International Diplomatic Linense|cl16|-;CNN-9405|2000-06-03|CNN International Diplomatic Linense|cl18|-;CNN-9832|2000-06-10|CNN International Diplomatic Linense|cl19|S;CNN-11211|2000-07-02|CNN International Diplomatic Linense|cl1|-;CNN-21018|2000-12-02|CNN International Diplomatic Linense|cl2|S;CNN-51332|2002-03-23|CNN DIPLOMATIC LICENSE|cl4|S;CNN-52821|2002-04-20|CNN DIPLOMATIC LICENSE|cl6|-;CNN-52861|2002-04-20|DIPLOMATIC LICENSE|cl6|-;CNN-55552|2002-06-08|CNN DIPLOMATIC LICENSE|cl7|S;CNN-55594|2002-06-08|DIPLOMATIC LICENSE|cl7|S;CNN-56322|2002-06-22|CNN DIPLOMATIC LICENSE|cl8|S;CNN-56362|2002-06-22|DIPLOMATIC LICENSE|cl8|S;CNN-58189|2002-07-27|CNN DIPLOMATIC LICENSE|cl9|-;CNN-58226|2002-07-27|DIPLOMATIC LICENSE|cl9|-;CNN-85004|2004-05-28|DIPLOMATIC LICENSE|cl15|S;CNN-90998|2004-12-31|DIPLOMATIC LICENSE|cl17|S
C00812,Gayle Trotter,long-tail,11,16,1,1028,11,2016-05-14,2019-03-08,0.6875,4,5298,1,,,GAYLE TROTTER,4,INDEPENDENT WOMEN S FORUM / ATTORNEY AND SR FELLOW INDEPENDENT WOMEN S FORUM / SENIOR FELLOW INDEPENDENT WOMEN S FORUM / ATTORNEY& SR FELLOW INDEPENDENT WOMEN S FORUNIDENTIFIED MALE,review,CHECK summaries use a role word (outside journalist or recurring pundit?); 1 re-airings collapsed,CNN-200232|2013-01-30|ANDERSON COOPER 360 DEGREES|cl1|-;CNN-200234|2013-01-30|ANDERSON COOPER 360 DEGREES|cl1|-;CNN-200301|2013-01-31|ANDERSON COOPER 360 DEGREES|cl2|-;CNN-200597|2013-02-04|STUDENT NEWS|cl3|-;CNN-206062|2013-05-02|ERIN BURNETT OUTFRONT|cl4|-;NPR-22016|2016-05-14|All Things Considered|cl13|S;NPR-21613|2016-06-25|All Things Considered|cl12|S;NPR-20556|2016-10-08|All Things Considered|cl11|S;NPR-20274|2016-11-12|All Things Considered|cl10|S;NPR-19967|2016-12-10|All Things Considered|cl9|S;NPR-18955|2017-04-01|All Things Considered|cl7|S;NPR-15792|2017-09-09|All Things Considered|cl6|S;NPR-46554|2018-05-19|All Things Considered|cl15|S;NPR-46056|2018-06-29|All Things Considered|cl14|S;NPR-1960|2018-11-23|All Things Considered|cl8|S;NPR-13180|2019-03-08|All Things Considered|cl5|S
C01180,Jimi Izrael,long-tail,10,15,0,3827,10,2005-06-13,2015-12-05,1.0,4,7416,1,,,JIMI IZRAEL,2,COLUMNIST AOL BLACK VOICES / COLUMNIST AOL S BLACK VOICES,review,CHECK summaries use a role word (outside journalist or recurring pundit?),NPR-16981|2005-06-13|Day to Day|cl4|S;NPR-47606|2005-07-05|News & Notes|cl14|S;NPR-15734|2005-09-09|Day to Day|cl3|-;NPR-15002|2005-12-01|Day to Day|cl2|-;NPR-14795|2006-01-19|Day to Day|cl1|-;NPR-4559|2006-07-25|News & Notes|cl13|S;NPR-4223|2006-08-15|News & Notes|cl12|S;NPR-3806|2006-09-25|News & Notes|cl11|S;NPR-3438|2006-10-30|News & Notes|cl10|S;NPR-2465|2007-01-31|News & Notes|cl9|S;NPR-2280|2007-02-20|News & Notes|cl6|S;NPR-7138|2010-12-02|Talk of the Nation|cl15|S;NPR-23793|2015-10-24|All Things Considered|cl8|-;NPR-23445|2015-12-05|All Things Considered|cl7|S;NPR-21410|2016-07-17|All Things Considered|cl5|-
C00700,Dru Ealons,long-tail,9,9,0,1379,9,2015-11-07,2019-08-17,1.0,1,4228,1,,,DRU EALONS,0,,no,CHECK 9 interviews across only 1 program(s) — recurring panelist rather than interview subject?,NPR-23699|2015-11-07|All Things Considered|cl7|S;NPR-23292|2015-12-26|All Things Considered|cl6|S;NPR-22795|2016-02-20|All Things Considered|cl5|S;NPR-22590|2016-03-12|All Things Considered|cl4|S;NPR-22016|2016-05-14|All Things Considered|cl3|S;NPR-20468|2016-10-22|All Things Considered|cl2|S;NPR-14283|2017-12-16|All Things Considered|cl1|S;NPR-9687|2019-07-27|All Things Considered|cl9|S;NPR-9236|2019-08-17|All Things Considered|cl8|S
C00621,Dawn Turner Trice,long-tail,8,11,0,1656,8,2005-05-27,2009-12-08,0.7273,4,8418,1,,,"Ms. DAWN TURNER TRICE (Columnist, Chicago Tribune)",3,COLUMNIST CHICAGO TRIBUNE / CHICAGO TRIBUNE / COLUMNIST AND BLOGGER CHICAGO TRIBUNE,review,CHECK summaries use a role word (outside journalist or recurring pundit?),NPR-47919|2005-05-27|News & Notes|cl9|S;NPR-47844|2005-06-08|News & Notes|cl8|S;NPR-46603|2005-10-19|News & Notes|cl6|S;CNN-126625|2008-05-16|CNN NEWSROOM|cl1|-;NPR-48474|2008-12-30|Talk of the Nation|cl11|S;NPR-48179|2009-02-12|Talk of the Nation|cl10|S;CNN-140326|2009-07-11|CNN NEWSROOM|cl2|-;NPR-46652|2009-07-28|Talk of the Nation|cl7|S;NPR-46366|2009-11-17|Talk of the Nation|cl5|S;NPR-46211|2009-12-08|Talk of the Nation|cl4|S;CNN-146926|2010-01-12|AMERICAN MORNING|cl3|-
C00819,George Joffe,long-tail,8,9,0,700,8,2011-03-07,2013-02-04,1.0,2,13774,1,,,GEORGE JOFFE,3,CAMBRIDGE UNIVERSITY / RESEARCH FELLOW CENTER OF INTERNATIONAL STUDIES CAMBRIDGE UNIVERSITY / RESEARCH FELLOW CENTRE OF INTERNATIONAL STUDIES CAMBRIDGE UNIVERSITY,no,CHECK 8 interviews across only 2 program(s) — recurring panelist rather than interview subject?,NPR-33715|2011-03-01|All Things Considered|cl7|-;NPR-2667|2011-03-07|Talk of the Nation|cl6|S;NPR-2590|2011-03-14|Talk of the Nation|cl5|S;NPR-2164|2011-04-21|Talk of the Nation|cl4|S;NPR-1527|2011-08-17|Talk of the Nation|cl3|S;NPR-1487|2011-08-22|Talk of the Nation|cl2|S;NPR-11164|2012-05-09|Talk of the Nation|cl1|S;NPR-9752|2013-01-17|Talk of the Nation|cl9|S;NPR-5806|2013-02-04|Talk of the Nation|cl8|S
C01404,Kearns Goodwin,long-tail,7,8,0,3000,7,2011-03-28,2019-06-14,0.0,4,7492,1,,,KEARNS GOODWIN,0,,no,"CNN-dominated (thinner turns, more re-airing)",CNN-163947|2011-03-28|AMERICAN MORNING|cl1|S;CNN-264697|2015-09-16|CNN NEWSROOM|cl2|S;CNN-296959|2016-10-26|CNN NEWSROOM|cl3|S;CNN-297208|2016-10-29|CNN NEWSROOM|cl4|S;CNN-354058|2018-11-06|WOLF|cl5|S;CNN-354335|2018-11-10|CNN NEWSROOM|cl6|S;CNN-372316|2019-06-14|CNN'S AMANPOUR|cl7|S;CNN-395734|2020-03-21|CNN NEWSROOM|cl8|-
C02475,Van Der Sloot,long-tail,7,70,19,1883,7,2005-09-26,2010-11-22,0.0,11,10642,1,,,VAN DER SLOOT,2,THROUGH TRANSLATOR / VOICE OVER,no,"19 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-95257|2005-06-10|NANCY GRACE|cl44|-;CNN-95400|2005-06-17|AMERICAN MORNING|cl45|-;CNN-95583|2005-06-23|CNN NEWSNIGHT AARON BROWN|cl46|-;CNN-95594|2005-06-23|PAULA ZAHN NOW|cl47|-;CNN-95597|2005-06-24|AMERICAN MORNING|cl48|-;CNN-97291|2005-08-29|NANCY GRACE|cl49|-;CNN-98025|2005-09-26|NANCY GRACE|cl50|-;CNN-98096|2005-09-28|NANCY GRACE|cl50|S;CNN-98169|2005-09-30|NANCY GRACE|cl51|-;CNN-98287|2005-10-04|NANCY GRACE|cl50|S;CNN-102077|2006-01-24|NANCY GRACE|cl50|S;CNN-103187|2006-02-23|CNN LARRY KING LIVE|cl1|-;CNN-103202|2006-02-23|NANCY GRACE|cl2|S;CNN-105042|2006-04-17|NANCY GRACE|cl3|-;CNN-105117|2006-04-19|NANCY GRACE|cl4|-;CNN-106255|2006-05-22|NANCY GRACE|cl5|-;CNN-107602|2006-06-27|NANCY GRACE|cl6|-;CNN-116474|2007-04-30|NANCY GRACE|cl4|-;CNN-121545|2007-11-21|ANDERSON COOPER 360 DEGREES|cl7|-;CNN-121547|2007-11-21|ANDERSON COOPER 360 DEGREES|cl7|-;CNN-121589|2007-11-22|YOUR WORLD TODAY|cl7|-;CNN-123413|2008-02-04|NANCY GRACE|cl8|-;CNN-123437|2008-02-05|NANCY GRACE|cl9|S;CNN-123493|2008-02-07|CNN LARRY KING LIVE|cl10|-;CNN-123505|2008-02-07|NANCY GRACE|cl11|-;CNN-123541|2008-02-08|NANCY GRACE|cl12|-;CNN-123676|2008-02-13|NANCY GRACE|cl13|-;CNN-132290|2008-11-10|NANCY GRACE|cl14|-;CNN-132323|2008-11-11|NANCY GRACE|cl14|S;CNN-132355|2008-11-12|NANCY GRACE|cl14|-;CNN-132744|2008-11-25|ISSUES WITH JANE VELEZ-MITCHELL|cl15|-;CNN-138552|2009-05-22|ISSUES WITH JANE VELEZ-MITCHELL|cl16|-;CNN-148341|2010-02-23|NANCY GRACE|cl17|S;CNN-148434|2010-02-26|NANCY GRACE|cl18|-;CNN-148679|2010-03-05|NANCY GRACE|cl17|-;CNN-149199|2010-03-19|NANCY GRACE|cl17|-;CNN-149284|2010-03-22|NANCY GRACE|cl19|-;CNN-151639|2010-06-02|NANCY GRACE|cl20|-;CNN-151670|2010-06-03|ISSUES WITH JANE VELEZ-MITCHELL|cl21|-;CNN-151673|2010-06-03|NANCY GRACE|cl22|-;CNN-151710|2010-06-04|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151711|2010-06-04|NANCY GRACE|cl24|-;CNN-151831|2010-06-08|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151882|2010-06-09|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-151885|2010-06-09|NANCY GRACE|cl25|-;CNN-151961|2010-06-11|NANCY GRACE|cl26|-;CNN-152102|2010-06-15|ISSUES WITH JANE VELEZ-MITCHELL|cl23|-;CNN-152211|2010-06-18|NANCY GRACE|cl27|-;CNN-152307|2010-06-21|NANCY GRACE|cl28|-;CNN-152711|2010-07-02|NANCY GRACE|cl29|-;CNN-154754|2010-08-23|NANCY GRACE|cl30|-;CNN-155682|2010-09-16|NANCY GRACE|cl31|-;CNN-158339|2010-11-16|NANCY GRACE|cl17|-;CNN-158386|2010-11-17|NANCY GRACE|cl32|S;CNN-158404|2010-11-18|ANDERSON COOPER 360 DEGREES|cl33|-;CNN-158584|2010-11-22|NANCY GRACE|cl34|S;CNN-159970|2010-12-24|NANCY GRACE|cl17|-;CNN-178929|2012-01-06|CNN NEWSROOM|cl35|-;CNN-178935|2012-01-06|CNN NEWSROOM|cl7|-;CNN-178940|2012-01-06|CNN NEWSROOM|cl36|-;CNN-178947|2012-01-06|DR. DREW|cl7|-;CNN-178956|2012-01-06|ISSUES WITH JANE VELEZ-MITCHELL|cl37|-;CNN-178959|2012-01-06|NANCY GRACE|cl38|-;CNN-178967|2012-01-06|SHOWBIZ TONIGHT|cl7|-;CNN-178989|2012-01-07|CNN NEWSROOM|cl39|-;CNN-179240|2012-01-11|ISSUES WITH JANE VELEZ-MITCHELL|cl40|-;CNN-179242|2012-01-11|NANCY GRACE|cl41|-;CNN-179375|2012-01-13|SHOWBIZ TONIGHT|cl42|-;CNN-179426|2012-01-14|SHOWBIZ TONIGHT|cl42|-;CNN-279633|2016-03-23|NANCY GRACE|cl43|-
C02469,Tzemach Lemmon,long-tail,7,24,0,1396,7,2016-05-03,2020-02-28,0.0,4,7054,2,punctuation_variant,identical letters+digits ignoring punctuation,TZEMACH LEMMON,0,,no,"merged 2 label variants (punctuation_variant); CNN-dominated (thinner turns, more re-airing)",CNN-203211|2013-03-17|FAREED ZAKARIA GPS|cl1|-;CNN-269732|2015-11-24|AT THIS HOUR WITH BERMAN AND MICHAELA|cl2|-;CNN-277608|2016-02-26|CNN NEWSROOM|cl3|-;CNN-279665|2016-03-24|AT THIS HOUR WITH BERMAN AND MICHAELA|cl4|-;CNN-283084|2016-05-03|CNN NEWSROOM|cl5|S;CNN-287839|2016-06-30|CNN NEWSROOM|cl6|-;CNN-288371|2016-07-07|CNN NEWSROOM|cl7|-;CNN-289977|2016-07-29|CNN NEWSROOM|cl8|-;CNN-290989|2016-08-10|CNN NEWSROOM|cl9|S;CNN-295326|2016-10-01|CNN NEWSROOM|cl10|-;CNN-303760|2017-01-24|CNN NEWSROOM|cl11|S;CNN-309547|2017-04-09|CNN NEWSROOM|cl12|-;CNN-312380|2017-05-16|CNN NEWSROOM|cl13|-;CNN-315498|2017-06-28|CNN NEWSROOM|cl14|-;CNN-321833|2017-09-22|CNN NEWSROOM|cl15|-;CNN-323600|2017-10-13|WOLF|cl16|-;CNN-325628|2017-11-08|WOLF|cl17|-;CNN-328738|2017-12-19|CNN NEWSROOM|cl18|S;CNN-330261|2018-01-11|CNN NEWSROOM|cl19|S;CNN-333402|2018-02-22|CNN NEWSROOM|cl20|S;CNN-337266|2018-04-10|CNN NEWSROOM|cl21|-;CNN-337753|2018-04-17|CNN NEWSROOM|cl22|-;CNN-341835|2018-06-04|CNN NEWSROOM|cl23|-;CNN-393969|2020-02-28|CNN NEWSROOM|cl24|S
C00653,Del Barco,long-tail,7,13,0,276,7,2005-06-06,2006-03-09,1.0,4,4218,1,,,DEL BARCO,0,,no,CHECK particle+surname label (effectively a surname),NPR-48021|2005-05-16|News & Notes|cl13|-;NPR-47851|2005-06-06|News & Notes|cl12|S;NPR-40900|2005-07-08|Morning Edition|cl8|S;NPR-40855|2005-07-14|Morning Edition|cl7|S;NPR-40154|2005-10-28|Morning Edition|cl6|-;NPR-40011|2005-11-21|Morning Edition|cl5|S;NPR-46410|2005-12-07|News & Notes|cl11|S;NPR-43183|2005-12-12|All Things Considered|cl10|S;NPR-42889|2006-02-06|All Things Considered|cl9|-;NPR-14263|2006-03-09|Day to Day|cl1|S;NPR-39038|2006-03-29|Morning Edition|cl4|-;NPR-38407|2006-07-05|Morning Edition|cl3|-;NPR-38100|2006-08-15|Morning Edition|cl2|-
C00552,Dal Col,long-tail,7,9,0,237,7,2000-01-21,2000-09-14,0.0,6,3888,1,,,DAL COL,0,,no,"CNN-dominated (thinner turns, more re-airing)",CNN-1207|2000-01-21|Early Edition|cl2|S;CNN-1251|2000-01-22|WorldView|cl3|S;CNN-1338|2000-01-24|Inside Politics|cl4|S;CNN-2758|2000-02-16|TalkBack Live|cl7|S;CNN-3856|2000-03-05|Sunday Morning News|cl8|S;CNN-11042|2000-06-30|Inside Politics|cl1|S;CNN-15889|2000-09-14|Early Edition|cl5|S;CNN-21743|2000-12-15|Inside Politics|cl6|-;CNN-65864|2003-01-23|CNN AMERICAN MORNING WITH PAULA ZAHN|cl9|-
C00892,Holmes Norton,long-tail,6,9,0,6426,6,2001-10-02,2019-05-07,0.0,6,4221,1,,,HOLMES NORTON,0,,no,"CNN-dominated (thinner turns, more re-airing)",CNN-21450|2000-12-10|Sunday Morning News|cl3|-;CNN-40888|2001-10-02|CNN LIVE AT DAYBREAK|cl9|S;CNN-194005|2012-10-10|CNN NEWSROOM|cl1|-;CNN-209527|2013-06-25|CNN NEWSROOM|cl2|S;CNN-350459|2018-09-20|ANDERSON COOPER 360 DEGREES|cl4|-;CNN-350543|2018-09-21|AT THIS HOUR|cl5|S;CNN-351358|2018-10-03|AT THIS HOUR|cl6|S;CNN-367663|2019-04-22|AT THIS HOUR|cl7|S;CNN-368975|2019-05-07|CNN RIGHT NOW|cl8|S
C02500,Von Der Leyen,long-tail,6,13,3,1689,6,2015-09-16,2020-05-01,0.0,6,7442,1,,,VON DER LEYEN,0,,no,"3 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-233092|2014-06-22|FAREED ZAKARIA GPS|cl1|-;CNN-264704|2015-09-16|CNN'S AMANPOUR|cl2|S;CNN-264844|2015-09-18|CNN'S AMANPOUR|cl3|S;CNN-322043|2017-09-25|CNN'S AMANPOUR|cl4|S;CNN-344818|2018-07-10|CNN'S AMANPOUR|cl5|S;CNN-375027|2019-07-16|HALA GORANI TONIGHT|cl6|-;CNN-375065|2019-07-17|CNN NEWSROOM|cl7|-;CNN-375070|2019-07-17|CNN NEWSROOM|cl7|-;CNN-375079|2019-07-17|CNN NEWSROOM|cl7|-;CNN-395445|2020-03-17|QUEST MEANS BUSINESS|cl8|S;CNN-399013|2020-05-01|CNN'S AMANPOUR|cl9|-;CNN-399235|2020-05-04|CNN'S AMANPOUR|cl9|S;CNN-406084|2020-07-21|CONNECT THE WORLD|cl10|-
C00555,Damon Van Dam,long-tail,6,30,4,490,5,2002-02-06,2003-06-11,0.0,13,4598,2,initial_vs_full,co-labelled in 11/12 of the initial label's transcripts (cov 0.92): CNN-48670;CNN-48749;CNN-49040;CNN-49275;CNN-49305,DAMON VAN DAM,7,DANIELLE S FATHER / FATHER / DANIELLE VAN DAM S FATHER / FATHER OF VICTIM,no,"merged 2 label variants (initial_vs_full); 4 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-48670|2002-02-05|AMERICAN MORNING WITH PAULA ZAHN|cl2|-;CNN-48691|2002-02-05|CNN LIVE TODAY|cl3|-;CNN-48749|2002-02-06|CNN LARRY KING LIVE|cl4|S;CNN-48800|2002-02-07|AMERICAN MORNING WITH PAULA ZAHN|cl5|S;CNN-49040|2002-02-11|CNN LIVE EVENT/SPECIAL|cl6|-;CNN-49148|2002-02-13|AMERICAN MORNING WITH PAULA ZAHN|cl7|-;CNN-49237|2002-02-14|AMERICAN MORNING WITH PAULA ZAHN|cl8|-;CNN-49275|2002-02-14|CNN LIVE EVENT/SPECIAL|cl9|S;CNN-49305|2002-02-14|CNN WOLF BLITZER REPORTS|cl10|S;CNN-49763|2002-02-22|CNN BREAKING NEWS|cl11|-;CNN-49777|2002-02-22|CNN LIVE EVENT/SPECIAL|cl12|-;CNN-50177|2002-03-01|CNN LIVE TODAY|cl13|-;CNN-50922|2002-03-15|CNN LIVE AT DAYBREAK|cl14|-;CNN-55366|2002-06-04|CNN LIVE TODAY|cl15|-;CNN-55409|2002-06-05|CNN LIVE EVENT/SPECIAL|cl16|-;CNN-55439|2002-06-05|CNN LIVE TODAY|cl17|-;CNN-55442|2002-06-05|CNN NEWSNIGHT AARON BROWN|cl18|-;CNN-55626|2002-06-09|CNN SUNDAY MORNING|cl17|-;CNN-56829|2002-07-02|CNN AMERICAN MORNING WITH PAULA ZAHN|cl17|-;CNN-57536|2002-07-15|CNN LARRY KING LIVE|cl19|-;CNN-58812|2002-08-08|CNN LIVE TODAY|cl20|-;CNN-59806|2002-08-28|CNN LIVE EVENT/SPECIAL|cl21|-;CNN-59828|2002-08-28|CNN WOLF BLITZER REPORTS|cl22|-;CNN-60584|2002-09-17|CNN LIVE EVENT/SPECIAL|cl23|S;CNN-63743|2002-12-03|CNN LARRY KING LIVE|cl24|-;CNN-64982|2003-01-03|CNN CONNIE CHUNG TONIGHT|cl25|-;CNN-64986|2003-01-03|CNN LARRY KING LIVE|cl25|-;CNN-65042|2003-01-04|CNN SATURDAY MORNING NEWS|cl25|-;CNN-72110|2003-06-11|CNN LARRY KING LIVE|cl26|S;CNN-333680|2018-02-26|CNN 10|cl1|-
C02045,Ron Walters,has-page,28,48,3,883,28,2005-07-14,2007-12-14,0.7917,9,16276,1,,,"Professor RON WALTERS (Professor of Political Science, University of Maryland)",15,PROFESSOR OF POLITICAL SCIENCE UNIVERSITY OF MARYLAND / UNIVERSITY OF MARYLAND / POLITICAL SCIENCE UNIVERSITY OF MARYLAND / POLITICAL SCIENCE UNIVERSITY OF MARYLAND AUTHOR FREEDOM IS NOT ENOUGH,no,3 re-airings collapsed,CNN-9095|2000-05-30|TalkBack Live|cl7|-;CNN-13451|2000-08-08|Inside Politics|cl3|-;CNN-24210|2001-01-23|Inside Politics|cl4|-;CNN-50440|2002-03-06|CNN CROSSFIRE|cl5|-;CNN-59334|2002-08-19|CNN CROSSFIRE|cl6|-;NPR-48137|2005-05-12|News & Notes|cl41|-;NPR-47547|2005-07-14|News & Notes|cl39|S;NPR-7479|2005-07-28|News & Notes|cl44|S;NPR-7640|2005-08-18|News & Notes|cl45|S;NPR-46874|2005-09-13|News & Notes|cl38|S;NPR-46867|2005-09-15|News & Notes|cl37|-;NPR-46816|2005-09-20|News & Notes|cl36|S;NPR-46530|2005-11-03|News & Notes|cl35|S;NPR-46348|2005-12-15|News & Notes|cl34|-;NPR-46126|2006-01-05|News & Notes|cl33|S;NPR-45836|2006-02-02|News & Notes|cl32|S;NPR-45455|2006-03-02|News & Notes|cl31|S;NPR-45266|2006-03-16|News & Notes|cl29|-;NPR-45167|2006-03-30|News & Notes|cl28|S;NPR-44950|2006-04-13|News & Notes|cl27|-;NPR-44642|2006-05-11|News & Notes|cl26|S;NPR-44431|2006-05-25|News & Notes|cl25|S;NPR-5105|2006-06-08|News & Notes|cl42|-;NPR-4804|2006-07-06|News & Notes|cl40|S;NPR-4544|2006-07-20|News & Notes|cl30|S;NPR-4074|2006-08-31|News & Notes|cl24|S;NPR-3926|2006-09-14|News & Notes|cl23|-;NPR-3766|2006-09-28|News & Notes|cl22|S;NPR-3662|2006-10-03|News & Notes|cl20|S;NPR-6910|2006-10-12|News & Notes|cl43|S;NPR-3441|2006-10-26|News & Notes|cl19|-;NPR-3302|2006-11-07|News & Notes|cl17|S;NPR-3311|2006-11-09|News & Notes|cl18|S;NPR-2725|2007-01-04|News & Notes|cl16|S;NPR-2549|2007-01-18|News & Notes|cl15|-;NPR-2469|2007-02-01|News & Notes|cl14|S;NPR-2321|2007-02-15|News & Notes|cl13|S;NPR-36814|2007-03-05|Morning Edition|cl21|-;NPR-2143|2007-03-06|News & Notes|cl12|S;NPR-1946|2007-03-22|News & Notes|cl11|S;NPR-1850|2007-04-05|News & Notes|cl10|S;NPR-13220|2007-12-13|News & Notes|cl9|S;NPR-13217|2007-12-14|News & Notes|cl8|S;CNN-128171|2008-07-01|CNN ELECTION CENTER|cl1|-;CNN-128225|2008-07-02|CNN NEWSROOM|cl1|-;CNN-128702|2008-07-16|ANDERSON COOPER 360 DEGREES|cl2|-;CNN-128731|2008-07-17|AMERICAN MORNING|cl2|-;CNN-128748|2008-07-17|CNN NEWSROOM|cl2|-
