normalized_name,clean,staff_evidence,marker,initial_label,label_artifact,n_transcripts,subst_appearances,total_guest_words,first_date,last_date,span_days,n_dates,n_programs,npr_share,wiki_status,generic_name_flag,honorifics,example_transcript_ids
Anthony Mackie,True,no,,False,False,7,3,3215,2005-06-14,2016-05-21,3994.0,6,5,0.5714285714285714,unchecked,0,MR,NPR-146;NPR-21950;NPR-30050;NPR-47765;CNN-162837
David Gorn,True,no,,False,False,7,7,3214,2008-02-12,2008-12-15,307.0,7,3,1.0,unchecked,0,,NPR-455;NPR-1592;NPR-9767;NPR-13139;NPR-35667
Yossi Klein Halevi,True,no,,False,False,9,3,3192,2006-03-29,2018-06-28,4474.0,5,6,0.5555555555555556,unchecked,0,MR,NPR-2916;NPR-4890;NPR-38969;NPR-39028;NPR-45374
Adam Pertman,True,no,,False,False,17,3,3176,2006-01-08,2012-12-28,2546.0,10,8,0.23529411764705882,unchecked,0,MR,NPR-9932;NPR-30179;NPR-43045;NPR-47259;CNN-24212
Marc Mauer,True,no,,False,False,9,4,3176,2007-03-19,2020-06-06,4828.0,9,6,0.6666666666666666,unchecked,0,MR,NPR-2003;NPR-10492;NPR-18484;NPR-18884;NPR-28478
Mcmorris Rodgers,True,no,,False,False,8,4,3174,2013-10-30,2017-05-02,1280.0,2,5,0.0,unchecked,0,,CNN-186026;CNN-187537;CNN-199414;CNN-214959;CNN-215402
Katharine Hayhoe,True,no,,False,False,18,4,3163,2014-12-21,2020-08-30,2079.0,18,7,0.2222222222222222,unchecked,0,,NPR-794;NPR-3492;NPR-12842;NPR-48685;CNN-265406
Nicholas Eberstadt,True,no,,False,False,11,3,3146,2013-02-21,2018-06-02,1927.0,5,7,0.36363636363636365,unchecked,0,,NPR-9004;NPR-9479;NPR-10538;NPR-11518;CNN-3487
Daniel Byman,True,no,,False,False,13,5,3132,2006-01-25,2017-08-18,4223.0,11,9,0.6153846153846154,unchecked,0,DR;MR,NPR-6403;NPR-6724;NPR-16336;NPR-38259;NPR-39577
Frederick Kagan,True,no,,False,False,16,3,3123,2005-10-18,2015-09-22,3626.0,9,8,0.375,unchecked,0,MR,NPR-9262;NPR-19015;NPR-21070;NPR-37229;NPR-40222
De Torrente,True,no,,False,False,7,3,3101,2001-10-13,2001-10-13,0.0,1,5,0.0,unchecked,0,,CNN-41680;CNN-48032;CNN-49079;CNN-69122;CNN-82754
Mann Leverett,True,no,,False,False,8,3,3095,2015-02-06,2020-01-07,1796.0,7,3,0.0,unchecked,0,,CNN-213980;CNN-248795;CNN-252269;CNN-252311;CNN-252347
Lance Bottoms,True,no,,False,False,9,4,3088,2018-06-21,2020-08-15,786.0,9,4,0.0,unchecked,0,,CNN-343298;CNN-343476;CNN-353924;CNN-395310;CNN-398443
Joshua Mcelwee,True,no,,False,False,6,6,3079,2014-09-24,2017-08-06,1047.0,6,2,1.0,unchecked,0,,NPR-10706;NPR-19998;NPR-21031;NPR-21169;NPR-23342
David Cole,True,no,,False,False,34,4,3053,2001-11-27,2008-11-18,2548.0,23,21,0.23529411764705882,unchecked,0,DR;MR;PROFESSOR,NPR-15147;NPR-19516;NPR-36775;NPR-40258;NPR-41037
Charles Fishman,True,no,,False,False,9,4,3052,2006-04-05,2019-07-19,4853.0,7,6,0.6666666666666666,unchecked,0,MR,NPR-6333;NPR-18005;NPR-26989;NPR-30078;NPR-32357
Sheryll Cashin,True,no,,False,False,8,3,3052,2000-11-30,2018-04-22,6352.0,5,6,0.375,unchecked,0,PROFESSOR,NPR-155;NPR-39380;NPR-47074;CNN-20864;CNN-21194
Mary Mitchell,True,no,,False,False,12,3,3039,2005-05-09,2016-04-04,3983.0,6,4,0.25,unchecked,1,MS,NPR-47302;NPR-47976;NPR-48139;CNN-112558;CNN-133247
Ronald Neumann,True,no,,False,False,13,3,3033,2005-09-16,2020-02-13,5263.0,12,6,0.6923076923076923,unchecked,0,AMBASSADOR;MR,NPR-3527;NPR-5799;NPR-14058;NPR-16933;NPR-19689
Garry Kasparov,True,no,,False,False,23,3,3031,2006-10-15,2020-08-23,5061.0,19,13,0.17391304347826086,unchecked,0,MR,NPR-36576;NPR-36907;NPR-40985;NPR-41754;CNN-9837
Bridget Johnson,True,no,,False,False,6,6,3023,2015-10-17,2018-02-03,840.0,6,1,1.0,unchecked,0,,NPR-17618;NPR-19287;NPR-23445;NPR-23638;NPR-23844
Samuel Rodriguez,True,no,,False,False,20,3,3016,2006-04-19,2020-10-08,5286.0,14,16,0.2,unchecked,1,DR;MR;REV;REVEREND,NPR-9442;NPR-13462;NPR-13678;NPR-14144;CNN-123724
Kristal Brent Zook,True,no,,False,False,11,5,3015,2005-06-10,2017-07-08,4411.0,6,5,0.45454545454545453,unchecked,0,MS,NPR-3151;NPR-41354;NPR-45987;NPR-46344;NPR-47775
Kerry Emanuel,True,no,,False,False,5,3,3013,2005-09-06,2011-02-04,1977.0,5,4,1.0,unchecked,0,PROFESSOR,NPR-2925;NPR-15744;NPR-35825;NPR-40362;NPR-43667
Bruce Riedel,True,no,,False,False,34,4,3003,2007-04-30,2018-12-03,4235.0,17,11,0.20588235294117646,unchecked,0,MR,NPR-1796;NPR-5029;NPR-5677;NPR-27133;NPR-33875
Larry Diamond,True,no,,False,False,11,3,2998,2006-10-14,2017-08-03,3946.0,4,9,0.36363636363636365,unchecked,0,MR,NPR-7358;NPR-16766;NPR-17385;NPR-37637;CNN-84766
Steven Lee Myers,True,no,,False,False,7,5,2985,2014-03-02,2018-06-07,1558.0,6,6,0.7142857142857143,unchecked,1,,NPR-5089;NPR-11492;NPR-11844;NPR-17237;NPR-46426
Nate Rawlings,True,no,,False,False,7,3,2973,2008-06-18,2009-03-03,258.0,4,2,0.5714285714285714,unchecked,0,CAPTAIN,NPR-8395;NPR-9501;NPR-10212;NPR-13221;CNN-226965
Anne Barnard,True,no,,False,False,8,6,2966,2014-02-15,2018-02-10,1456.0,8,4,0.875,unchecked,0,,NPR-2050;NPR-17502;NPR-20719;NPR-22337;NPR-23652
Wong Ulrich,True,no,,False,False,12,4,2950,2007-12-22,2012-11-17,1792.0,9,2,0.0,unchecked,0,,CNN-122342;CNN-122353;CNN-122484;CNN-122491;CNN-155792
Michael White,True,no,,False,False,21,4,2935,2005-05-06,2020-08-24,5589.0,12,17,0.23809523809523808,unchecked,1,MAYOR;MR,NPR-19229;NPR-27733;NPR-40984;NPR-44344;NPR-48261
Clint Watts,True,no,,False,False,19,4,2924,2014-09-06,2019-04-20,1687.0,19,12,0.3684210526315789,unchecked,0,,NPR-4724;NPR-4743;NPR-10844;NPR-12054;NPR-18997
Sarah Jones,True,no,,False,False,8,3,2924,2006-03-20,2020-03-03,5097.0,5,7,0.375,unchecked,1,MS,NPR-476;NPR-3337;NPR-45236;CNN-153152;CNN-183813
Loren Mooney,True,no,,False,False,3,3,2891,2010-05-18,2010-07-12,55.0,3,2,1.0,unchecked,0,MS,NPR-5086;NPR-14211;NPR-44828
Kennedy Townsend,True,no,,False,False,6,3,2890,2002-10-15,2002-10-22,7.0,2,4,0.0,unchecked,0,,CNN-13595;CNN-13915;CNN-14087;CNN-34771;CNN-61739
Robert Sampson,True,no,,False,False,3,3,2887,2005-12-23,2013-02-19,2615.0,3,2,1.0,unchecked,0,PROFESSOR,NPR-6056;NPR-9480;NPR-46234
Kelly Mcbride,True,no,,False,False,16,3,2848,2002-10-26,2019-02-10,5951.0,14,6,0.4375,unchecked,0,MS;PROFESSOR,NPR-2324;NPR-3015;NPR-9996;NPR-13569;NPR-26132
Courtney Nguyen,True,no,,False,False,5,5,2837,2015-06-08,2018-09-01,1181.0,5,2,1.0,unchecked,0,,NPR-4597;NPR-5584;NPR-19193;NPR-19344;NPR-21790
Dina Temple,True,no,,False,False,7,4,2837,2008-02-05,2011-10-01,1334.0,7,4,1.0,unchecked,0,,NPR-2168;NPR-32471;NPR-33935;NPR-34143;NPR-35532
James Taylor,True,no,,False,False,28,3,2834,2000-12-28,2014-11-03,5058.0,10,14,0.21428571428571427,unchecked,1,MR;PROFESSOR,NPR-6;NPR-12902;NPR-23219;NPR-30021;NPR-36659
De Borchgrave,True,no,,False,False,7,4,2813,2001-12-22,2003-10-24,671.0,2,7,0.0,unchecked,0,,CNN-43031;CNN-46040;CNN-54086;CNN-78472;CNN-83819
Suzanne Maloney,True,no,,False,False,9,3,2809,2007-08-23,2018-04-30,3903.0,5,5,0.5555555555555556,unchecked,0,MS,NPR-12784;NPR-23054;NPR-24826;NPR-36363;NPR-46773
La Porte,True,no,,False,False,11,4,2805,2012-12-20,2014-10-25,674.0,4,3,0.0,unchecked,0,,CNN-189380;CNN-197860;CNN-200910;CNN-202994;CNN-212866
Joseph Detrani,True,no,,False,False,27,3,2804,2014-10-14,2019-10-29,1841.0,23,8,0.1111111111111111,unchecked,0,AMB;AMBASSADOR,NPR-16626;NPR-19696;NPR-46545;CNN-114952;CNN-115039
Bush 41,True,no,,False,False,7,3,2795,2018-12-01,2018-12-03,2.0,7,5,0.0,unchecked,0,,CNN-356046;CNN-356047;CNN-356048;CNN-356076;CNN-356079
De Juniac,True,no,,False,False,10,3,2793,2015-11-24,2020-04-29,1618.0,9,1,0.0,unchecked,0,,CNN-231927;CNN-269802;CNN-285737;CNN-300174;CNN-308651
Chris Roberts,True,no,,False,False,12,3,2792,2005-10-02,2006-05-07,217.0,5,6,0.4166666666666667,unchecked,1,MR,NPR-42422;NPR-43037;NPR-43252;NPR-43477;NPR-43589
Rick Nelson,True,no,,False,False,9,3,2788,2009-11-11,2016-09-04,2489.0,4,9,0.3333333333333333,unchecked,0,MR,NPR-10279;NPR-14376;NPR-20932;CNN-144967;CNN-146777
Bin Talal,True,no,,False,False,7,3,2782,2014-09-15,2014-11-06,52.0,5,3,0.0,unchecked,0,,CNN-161561;CNN-169384;CNN-238897;CNN-239142;CNN-239143
Henry Blodget,True,no,,False,False,19,3,2775,2000-11-21,2015-04-16,5259.0,6,9,0.15789473684210525,unchecked,0,MR,NPR-13704;NPR-15252;NPR-15261;CNN-923;CNN-8177
Jolene Ivey,True,no,,False,False,7,5,2770,2016-02-13,2017-08-26,560.0,7,1,1.0,unchecked,0,,NPR-16151;NPR-19571;NPR-20048;NPR-20742;NPR-22146
Jonah Keri,True,no,,False,False,5,5,2768,2013-07-05,2018-09-26,1909.0,5,1,1.0,unchecked,0,,NPR-3887;NPR-21331;NPR-27005;NPR-27500;NPR-28819
Marc Lynch,True,no,,False,False,6,4,2730,2011-01-29,2013-12-28,1064.0,5,4,0.8333333333333334,unchecked,0,MR;PROFESSOR,NPR-5685;NPR-28097;NPR-29785;NPR-48837;NPR-48846
Di Giovanni,True,no,,False,False,7,3,2722,2014-11-15,2016-01-09,420.0,6,4,0.0,unchecked,0,,CNN-69454;CNN-243314;CNN-246840;CNN-249109;CNN-269248
Richard Trumka,True,no,,False,False,32,3,2713,2005-07-26,2020-07-29,5482.0,17,20,0.21875,unchecked,0,MR,NPR-2232;NPR-6299;NPR-20224;NPR-24587;NPR-28892
Sarah Stillman,True,no,,False,False,3,3,2713,2011-06-02,2018-01-09,2413.0,3,3,1.0,unchecked,0,MS,NPR-10323;NPR-13816;NPR-29427
Peter Roskam,True,no,,False,False,46,3,2710,2007-11-28,2017-12-19,3674.0,27,19,0.10869565217391304,unchecked,0,REP;REPRESENTATIVE;SEN,NPR-12331;NPR-21157;NPR-31359;NPR-32797;NPR-34074
Felix Salmon,True,no,,False,False,6,3,2702,2008-12-21,2014-07-29,2046.0,5,3,0.6666666666666666,unchecked,0,MR,NPR-2189;NPR-6225;NPR-32640;NPR-35542;CNN-203250
Ronald Mincy,True,no,,False,False,3,3,2701,2005-06-16,2006-06-19,368.0,3,1,1.0,unchecked,0,MR;PROFESSOR,NPR-4938;NPR-45175;NPR-47624
Daniel Fried,True,no,,False,False,12,4,2693,2006-02-17,2018-08-09,4556.0,12,7,0.5833333333333334,unchecked,0,AMBASSADOR;MR,NPR-4038;NPR-7303;NPR-14782;NPR-36439;NPR-42839
David Kang,True,no,,False,False,16,4,2691,2003-11-11,2018-03-28,5251.0,14,8,0.25,unchecked,0,,NPR-12361;NPR-13891;NPR-15903;NPR-48005;CNN-79074
Loveday Morris,True,no,,False,False,6,6,2673,2013-08-21,2017-03-26,1313.0,6,2,1.0,unchecked,0,,NPR-19053;NPR-19540;NPR-21603;NPR-22138;NPR-25072
Mujib Mashal,True,no,,False,False,5,4,2673,2014-01-10,2016-05-26,867.0,5,1,1.0,unchecked,0,,NPR-19391;NPR-21043;NPR-22121;NPR-23946;NPR-24482
Scott Mccartney,True,no,,False,False,8,5,2664,2006-08-18,2017-05-07,3915.0,7,7,0.625,unchecked,0,MR,NPR-5324;NPR-9359;NPR-11282;NPR-28884;NPR-48047
Mac Donald,True,no,,False,False,7,4,2663,2015-06-02,2018-01-16,959.0,3,7,0.0,unchecked,0,,CNN-34626;CNN-51591;CNN-57558;CNN-114374;CNN-256509
Von Anhalt,True,no,,False,False,8,4,2629,,,,0,7,0.0,unchecked,0,,CNN-114417;CNN-114434;CNN-114435;CNN-114460;CNN-114577
Sylvie Kauffmann,True,no,,False,False,7,5,2620,2011-06-12,2018-01-26,2420.0,7,5,0.8571428571428571,unchecked,0,,NPR-5972;NPR-11595;NPR-18528;NPR-19081;NPR-31644
Nathan Brown,True,no,,False,False,10,4,2615,2008-12-30,2018-06-06,3445.0,10,7,0.8,unchecked,0,,NPR-10720;NPR-12143;NPR-24128;NPR-25339;NPR-26912
Brandon Judd,True,no,,False,False,20,3,2598,2016-04-04,2019-07-03,1185.0,18,10,0.25,unchecked,0,,NPR-1263;NPR-9973;NPR-17885;NPR-19768;NPR-46293
Stephen Sestanovich,True,no,,False,False,9,5,2585,2008-08-11,2018-07-21,3631.0,7,5,0.6666666666666666,unchecked,0,MR,NPR-11167;NPR-18917;NPR-27646;NPR-39218;NPR-39250
Emerald Garner,True,no,,False,False,27,3,2577,2014-12-08,2020-05-31,2001.0,27,12,0.037037037037037035,unchecked,0,,NPR-6604;CNN-244800;CNN-244896;CNN-244900;CNN-245807
Mimi Wesson,True,no,,False,False,3,3,2565,2006-07-02,2007-07-01,364.0,3,1,1.0,unchecked,0,PROFESSOR,NPR-17904;NPR-18642;NPR-18824
Renee Amoore,True,no,,False,False,6,4,2552,2005-08-18,2007-01-10,510.0,4,2,0.6666666666666666,unchecked,0,MS,NPR-2623;NPR-46894;NPR-47071;NPR-47213;CNN-125779
Kenneth Lieberthal,True,no,,False,False,15,4,2548,2005-12-13,2015-09-25,3573.0,9,11,0.4,unchecked,0,MR;PROFESSOR,NPR-19009;NPR-21061;NPR-23960;NPR-35524;NPR-43187
Farah Jasmine Griffin,True,no,,False,False,6,4,2542,2005-09-09,2019-07-13,5055.0,6,2,1.0,unchecked,0,DR;PROFESSOR,NPR-929;NPR-989;NPR-1058;NPR-1879;NPR-8690
Karen Deyoung,True,no,,False,False,7,4,2537,2006-10-02,2013-02-06,2319.0,6,4,0.7142857142857143,unchecked,0,MS,NPR-2911;NPR-29898;NPR-33187;NPR-37795;NPR-38141
John Ourand,True,no,,False,False,6,6,2531,2009-03-21,2017-04-26,2958.0,6,3,1.0,unchecked,0,MR,NPR-12777;NPR-18733;NPR-20278;NPR-22793;NPR-23194
Francis Fukuyama,True,no,,False,False,12,3,2523,2007-08-22,2020-07-05,4701.0,8,7,0.5,unchecked,0,PROFESSOR,NPR-3473;NPR-5319;NPR-12041;NPR-15172;NPR-15280
Russell Roberts,True,no,,False,False,8,3,2461,2005-10-31,2011-08-08,2107.0,6,7,0.625,unchecked,0,DR;PROFESSOR,NPR-1547;NPR-9490;NPR-32620;NPR-39749;NPR-40146
Michelle Faul,True,no,,False,False,5,5,2454,2014-01-15,2017-11-19,1404.0,5,2,1.0,unchecked,0,,NPR-14833;NPR-24168;NPR-24493;NPR-27499;NPR-28024
Girish Gupta,True,no,,False,False,5,5,2452,2014-02-25,2017-07-30,1251.0,5,2,1.0,unchecked,0,,NPR-16862;NPR-18309;NPR-18756;NPR-24371;NPR-27774
Holloway Twitty,True,no,,False,False,5,3,2437,,,,0,3,0.0,unchecked,0,,CNN-95872;CNN-96355;CNN-96415;CNN-97291;CNN-103187
Omer Taspinar,True,no,,False,False,7,5,2436,2011-09-06,2018-12-18,2660.0,6,4,0.7142857142857143,unchecked,0,,NPR-1685;NPR-13438;NPR-19092;NPR-19719;NPR-32473
Andy Greenberg,True,no,,False,False,11,3,2420,2012-04-05,2019-04-11,2562.0,11,4,0.36363636363636365,unchecked,0,,NPR-23353;NPR-25672;NPR-31865;NPR-31883;CNN-196449
Stuart Bowen,True,no,,False,False,31,3,2417,2005-07-28,2013-03-22,2794.0,13,9,0.16129032258064516,unchecked,0,MR,NPR-26354;NPR-37434;NPR-40088;NPR-40791;NPR-45002
Danica Coto,True,no,,False,False,6,5,2414,2017-05-07,2017-12-30,237.0,6,2,1.0,unchecked,0,,NPR-13943;NPR-15555;NPR-18530;NPR-49381;NPR-49382
Nigella Lawson,True,no,,False,False,10,3,2410,2007-11-29,2018-04-23,3798.0,7,5,0.4,unchecked,0,MS,NPR-20774;NPR-23072;NPR-36118;NPR-45682;CNN-62774
Jim Darling,True,no,,False,False,11,3,2399,2014-07-02,2019-01-12,1655.0,11,6,0.36363636363636365,unchecked,0,MAYOR,NPR-1180;NPR-7356;NPR-12789;NPR-26889;CNN-349791
Hannah Dreier,True,no,,False,False,5,3,2395,2016-08-14,2020-02-18,1283.0,5,3,0.8,unchecked,0,,NPR-20394;NPR-20599;NPR-21159;NPR-45932;CNN-393117
Kim Parker,True,no,,False,False,4,3,2384,2012-05-15,2016-05-28,1474.0,3,4,0.75,unchecked,0,,NPR-8571;NPR-21895;NPR-27986;CNN-147584
Alex Kellogg,True,no,,False,False,8,4,2371,2011-02-20,2011-08-21,182.0,8,3,1.0,unchecked,0,,NPR-13480;NPR-29129;NPR-29290;NPR-29581;NPR-29797
Chuck Canterbury,True,no,,False,False,9,4,2370,2007-11-15,2018-09-08,3950.0,8,8,0.5555555555555556,unchecked,0,MR,NPR-71;NPR-83;NPR-4338;NPR-5892;NPR-21501
Shuja Nawaz,True,no,,False,False,8,5,2369,2010-07-09,2014-12-16,1621.0,7,4,0.875,unchecked,0,MR,NPR-12117;NPR-13787;NPR-25591;NPR-28436;NPR-31330
De La Zerda,True,no,,False,False,7,5,2367,2020-06-30,2020-08-02,33.0,7,3,0.0,unchecked,0,,CNN-404180;CNN-404483;CNN-405078;CNN-405447;CNN-407085
Steve Erlanger,True,no,,False,False,4,3,2365,2006-02-20,2014-09-14,3128.0,3,4,0.75,unchecked,0,,NPR-1338;NPR-3975;NPR-14525;CNN-16826
Drew Kesse,True,no,,False,False,14,3,2357,2006-10-26,2006-10-26,0.0,1,3,0.0,unchecked,0,,CNN-102164;CNN-102580;CNN-102689;CNN-102987;CNN-103159
Kwame Alexander,True,no,,False,False,4,3,2344,2017-07-27,2018-08-20,389.0,4,1,1.0,unchecked,0,,NPR-3706;NPR-14225;NPR-45545;NPR-47683
Mona Hanna-Attisha,True,no,,False,False,25,3,2343,2015-10-18,2018-06-22,978.0,25,12,0.12,unchecked,0,DOCTOR;DR,NPR-15683;NPR-23309;NPR-23843;CNN-273381;CNN-273414
Edmond Keller,True,no,,False,False,3,3,2317,2007-11-20,2008-03-25,126.0,3,1,1.0,unchecked,0,DR;PROF;PROFESSOR,NPR-43;NPR-10760;NPR-13146
George Grayson,True,no,,False,False,28,3,2315,2006-04-10,2010-10-16,1650.0,6,11,0.14285714285714285,unchecked,0,MR;PROF;PROFESSOR,NPR-13867;NPR-45202;NPR-48809;NPR-49495;CNN-25870
Noam Scheiber,True,no,,False,False,8,3,2304,2012-09-16,2017-09-03,1813.0,6,6,0.375,unchecked,0,,NPR-10541;NPR-25848;NPR-30845;CNN-57533;CNN-81144
Steven Ivory,True,no,,False,False,5,4,2303,2005-12-26,2007-02-28,429.0,5,2,1.0,unchecked,0,MR,NPR-2194;NPR-4830;NPR-14632;NPR-45184;NPR-46218
David Field,True,no,,False,False,19,3,2267,2001-11-12,2009-10-29,2908.0,11,10,0.5263157894736842,unchecked,0,MR,NPR-6894;NPR-32378;NPR-34943;NPR-35338;NPR-37307
Howard Davidowitz,True,no,,False,False,24,3,2265,2001-10-23,2015-11-27,5148.0,19,12,0.5833333333333334,unchecked,0,MR,NPR-8396;NPR-9388;NPR-13702;NPR-14917;NPR-15017
Hooman Majd,True,no,,False,False,11,3,2253,2009-06-09,2014-11-25,1995.0,3,6,0.2727272727272727,unchecked,0,MR,NPR-23088;NPR-30955;NPR-32748;CNN-139418;CNN-139814
Andy Kohut,True,no,,False,False,11,3,2239,2006-04-05,2015-09-08,3443.0,9,6,0.8181818181818182,unchecked,0,MR,NPR-13878;NPR-14129;NPR-14585;NPR-24054;NPR-33233
Sam Eaton,True,no,,False,False,6,4,2237,2007-04-23,2008-11-07,564.0,6,1,1.0,unchecked,0,,NPR-945;NPR-2939;NPR-10143;NPR-10187;NPR-44397
Debbie Walsh,True,no,,False,False,9,3,2232,2005-05-12,2019-01-02,4983.0,6,7,0.6666666666666666,unchecked,0,MS;PROFESSOR,NPR-1385;NPR-2161;NPR-17419;NPR-30703;NPR-31721
Michael Lomax,True,no,,False,False,10,4,2231,2005-09-08,2017-09-17,4392.0,5,5,0.5,unchecked,0,DR;MR,NPR-3928;NPR-15552;NPR-25178;NPR-39496;NPR-46888
Tony Romm,True,no,,False,False,5,4,2224,2017-07-27,2019-06-04,677.0,5,1,1.0,unchecked,0,,NPR-2456;NPR-3201;NPR-3223;NPR-10301;NPR-14226
Lucy Morgan,True,no,,False,False,6,4,2216,2012-01-25,2012-07-16,173.0,4,3,0.6666666666666666,unchecked,0,,NPR-170;NPR-10492;NPR-12435;NPR-32183;CNN-36181
Phillip Carter,True,no,,False,False,9,3,2211,2005-10-04,2020-01-17,5218.0,7,6,0.4444444444444444,unchecked,0,CAPTAIN,NPR-6869;NPR-15321;NPR-30078;NPR-49006;CNN-227817
Katia Dunn,True,no,,False,False,7,4,2208,2006-11-07,2009-07-14,980.0,7,3,1.0,unchecked,0,,NPR-9771;NPR-32530;NPR-33224;NPR-37100;NPR-37549
Sam Dagher,True,no,,False,False,6,4,2188,2014-02-10,2020-02-06,2187.0,5,4,0.6666666666666666,unchecked,0,,NPR-10330;NPR-27149;NPR-27442;NPR-27850;CNN-224630
Ed Stone,True,no,,False,False,8,3,2183,2012-06-22,2017-08-06,1871.0,3,8,0.375,unchecked,0,,NPR-10710;NPR-10719;NPR-30338;CNN-5465;CNN-5468
Brian Switek,True,no,,False,False,5,3,2146,2013-04-26,2015-04-08,712.0,5,3,1.0,unchecked,0,,NPR-8481;NPR-8884;NPR-22201;NPR-27253;NPR-28221
Andrew Chaikin,True,no,,False,False,10,4,2145,2005-07-13,2019-07-23,5123.0,5,7,0.5,unchecked,0,,NPR-9619;NPR-9862;NPR-27881;NPR-30980;NPR-40881
Bernard Anderson,True,no,,False,False,4,4,2145,2005-10-10,2007-02-08,486.0,4,1,1.0,unchecked,0,MR;PROFESSOR,NPR-2384;NPR-3980;NPR-5708;NPR-45878
Andrew Roth,True,no,,False,False,6,4,2144,2009-05-06,2019-06-09,3686.0,5,4,0.8333333333333334,unchecked,0,MR,NPR-7849;NPR-15125;NPR-18953;NPR-28203;NPR-32946
Corey Ealons,True,no,,False,False,5,5,2142,2015-10-17,2019-03-02,1232.0,5,1,1.0,unchecked,0,,NPR-13244;NPR-18685;NPR-21704;NPR-23844;NPR-48459
Michael Zimmer,True,no,,False,False,3,3,2123,2010-05-21,2017-12-27,2777.0,3,2,1.0,unchecked,0,MR,NPR-14018;NPR-16856;NPR-44807
George Hobica,True,no,,False,False,12,4,2108,2005-07-13,2017-04-11,4290.0,9,8,0.3333333333333333,unchecked,0,MR,NPR-14180;NPR-16514;NPR-35642;NPR-40373;CNN-31236
Julia Angwin,True,no,,False,False,8,3,2105,2009-04-04,2019-08-11,3781.0,6,5,0.375,unchecked,0,MS,NPR-20491;NPR-25306;NPR-37210;CNN-153810;CNN-165198
Er Shipp,True,no,,False,False,4,4,2099,2006-05-31,2006-07-05,35.0,4,1,1.0,unchecked,0,PROFESSOR,NPR-4800;NPR-4816;NPR-4922;NPR-5141
Richard Cizik,True,no,,False,False,14,3,2085,2006-10-04,2008-02-10,494.0,6,11,0.21428571428571427,unchecked,0,MR;REV;REVEREND,NPR-17000;NPR-41286;NPR-47326;CNN-67470;CNN-111608
Frederic Hof,True,no,,False,False,6,3,2071,2013-01-08,2016-12-14,1436.0,5,4,0.6666666666666666,unchecked,0,,NPR-6779;NPR-12324;NPR-19884;NPR-24031;CNN-214288
Tom Scheck,True,no,,False,False,3,3,2068,2008-10-21,2011-08-15,1028.0,3,2,1.0,unchecked,0,,NPR-1525;NPR-5405;NPR-32794
Sheila Smith,True,no,,False,False,11,3,2064,2012-12-18,2019-07-12,2397.0,11,5,0.7272727272727273,unchecked,0,,NPR-9941;NPR-15998;NPR-16433;NPR-22319;NPR-23239
Seamus Hughes,True,no,,False,False,15,3,2062,2015-12-01,2019-07-19,1326.0,15,8,0.3333333333333333,unchecked,0,,NPR-7873;NPR-9826;NPR-13599;NPR-20176;NPR-23486
Tammy Garnes,True,no,,False,False,4,4,2057,2015-12-19,2017-04-01,469.0,4,1,1.0,unchecked,0,,NPR-18955;NPR-19870;NPR-21009;NPR-23316
Ben Fritz,True,no,,False,False,5,4,2052,2012-06-01,2015-12-30,1307.0,5,3,0.8,unchecked,0,,NPR-6482;NPR-23234;NPR-25615;NPR-27897;CNN-219428
Dan Wetzel,True,no,,False,False,5,3,2040,2010-11-22,2019-04-15,3066.0,4,4,0.6,unchecked,0,MR,NPR-3534;NPR-10947;NPR-19684;CNN-150859;CNN-175769
Angela Shelton,True,no,,False,False,11,3,2039,2007-07-20,2015-06-04,2876.0,7,4,0.45454545454545453,unchecked,0,MS,NPR-23;NPR-228;NPR-3028;NPR-3588;NPR-8829
Tim Golden,True,no,,False,False,7,3,2039,2005-05-21,2019-04-29,5091.0,5,7,0.42857142857142855,unchecked,0,MR,NPR-10621;NPR-44233;NPR-47628;CNN-6711;CNN-94764
Anita Elash,True,no,,False,False,7,4,2038,2006-09-23,2009-02-22,883.0,7,3,1.0,unchecked,0,,NPR-18899;NPR-34694;NPR-34801;NPR-35217;NPR-37032
Von Hippel,True,no,,False,False,4,3,2036,2016-02-08,2019-06-03,1211.0,4,2,0.0,unchecked,0,,CNN-275954;CNN-315318;CNN-345091;CNN-371330
Pamela Constable,True,no,,False,False,9,4,2031,2006-12-11,2019-09-17,4663.0,7,5,0.5555555555555556,unchecked,0,,NPR-1942;NPR-1947;NPR-3870;NPR-3877;NPR-8508
Mohsin Hamid,True,no,,False,False,4,3,2027,2014-12-19,2017-04-25,858.0,4,1,1.0,unchecked,0,,NPR-6278;NPR-15115;NPR-15172;NPR-22896
Gary Herbert,True,no,,False,False,16,3,1994,2015-11-13,2020-04-15,1615.0,9,7,0.25,unchecked,0,GOV,NPR-5991;NPR-15882;NPR-19730;NPR-19743;CNN-149647
Dasan Ahanu,True,no,,False,False,4,3,1987,2005-05-25,2006-10-23,516.0,4,1,1.0,unchecked,0,MR,NPR-3536;NPR-44430;NPR-46528;NPR-47923
Nicholas Lardy,True,no,,False,False,13,3,1985,2009-05-31,2019-08-15,3728.0,7,8,0.46153846153846156,unchecked,0,DR;MR,NPR-12648;NPR-24233;NPR-34678;NPR-36851;NPR-48195
Marcos Mcpeek Villatoro,True,no,,False,False,5,4,1979,2005-05-05,2008-08-11,1194.0,5,1,1.0,unchecked,0,MR,NPR-10990;NPR-13862;NPR-17185;NPR-17461;NPR-48039
